51,54,69
16,32,26
19,36,38
20,30,54
36,22,55
37,35,84
21,22,106
23,24,117
14,31,117
12,21,151
15,37,196
30,27,225
30,46,225
28,43,258
36,70,291
41,81,334
41,93,349
60,103,394
66,108,419
103,130,466
67,120,473
79,138,512
66,132,545
94,143,633
77,160,593
74,167,674
97,154,743
128,186,796
124,202,812
134,190,862
144,238,863
185,273,998
190,247,1024
213,279,1089
257,280,1103
234,362,1147
281,268,1201
271,351,1236
311,337,1341
362,392,1395
362,392,1360
386,457,1399
382,411,1451
402,442,1607
507,496,1600
471,460,1688
524,552,1736
607,525,1776
599,601,1874
649,598,1831
687,579,1791
675,698,1911
735,601,1897
773,656,1922
761,668,1950
878,688,1818
865,833,1995
901,896,2028
912,856,2049
957,948,1957
956,986,2063
1019,1036,1884
1095,1116,2047
1053,1344,2081
1163,1229,2038
1117,1436,2034
1168,1260,1948
1217,1603,1859
1253,1493,1909
1230,1612,1898
1317,1601,2038
1306,1768,1972
1308,1791,1861
1429,1793,1941
1330,1603,1898
1458,1778,1901
1375,1951,1986
1358,1804,1847
1499,1741,1860
1526,1960,1813
1444,1746,1832
1560,1879,1764
1545,1641,1805
1607,1863,1763
1504,1648,1783
1535,1712,1742
1625,1696,1834
1571,1562,1710
1689,1839,1809
1665,1795,1683
1654,1597,1673
1759,1737,1674
1646,1775,1790
1697,1573,1608
1717,1594,1783
1666,1610,1642
1691,1795,1696
1684,1760,1581
1680,1496,1535
1727,1790,1539
1737,1521,1553
1574,1661,1438
1744,1611,1456
1778,1760,1458
1720,1583,1456
1726,1678,1458
1629,1569,1422
1817,1627,1431
1742,1782,1447
1661,1668,1342
1791,1643,1372
1783,1623,1319
1845,1766,1491
1767,1689,1336
1797,1496,1312
1775,1801,1375
1721,1556,1320
1681,1613,1232
1812,1590,1371
1698,1554,1197
1712,1773,1306
1709,1703,1283
1712,1471,1264
1763,1658,1177
1692,1746,1262
1724,1580,1123
1649,1541,1221
1521,1744,1211
1674,1596,1179
1665,1620,1114
1642,1419,1147
1713,1679,1110
1601,1489,1150
1672,1504,1059
1626,1514,1093
1702,1676,1053
1550,1510,1043
1629,1534,1019
1615,1469,1012
1623,1543,1019
1623,1577,976
1555,1471,1013
1630,1516,1013
1628,1627,961
1608,1503,976
1585,1517,949
1523,1408,952
1598,1632,968
1517,1397,960
1522,1503,887
1508,1456,906
1472,1408,873
1577,1582,963
1377,1582,847
1422,1402,893
1494,1463,840
1440,1542,871
1454,1520,847
1463,1507,831
1499,1655,874
1266,1532,854
1386,1542,802
1352,1377,790
1395,1698,714
1269,1467,792
1239,1488,736
1284,1534,804
1280,1641,720
1296,1563,726
1271,1647,748
1292,1459,711
1261,1534,672
1269,1629,784
1208,1581,717
1215,1636,730
1127,1517,627
1243,1898,696
1199,1700,667
1221,1479,631
1234,1811,628
1128,1550,633
1146,1773,606
1205,1826,676
1149,1725,597
1226,1977,645
1177,2021,646
1216,1886,602
1228,2049,612
1157,2194,635
1133,2148,599
1220,2191,605
1122,2217,553
1240,2644,575
1167,2519,525
1209,2136,522
1171,2488,517
1052,2059,553
1039,2118,469
970,1870,532
956,1769,464
869,1427,474
863,1437,469
746,1117,472
750,1097,466
667,978,450
670,847,429
630,736,423
595,641,412
574,508,466
588,446,439
546,341,448
553,348,433
541,241,479
558,227,563
556,182,628
564,128,660
548,132,799
588,92,821
583,92,945
600,75,974
549,58,1236
637,53,1219
593,33,1350
579,33,1290
571,32,1556
521,26,1347
521,18,1362
544,12,1299
523,9,1429
576,7,1198
547,7,1251
601,6,997
644,0,996
665,1,828
764,1,771
828,0,640
949,1,718
1114,0,642
1213,0,654
1376,0,567
1469,0,630
1558,0,499
1653,0,513
1652,0,415
1420,0,374
1297,0,291
1161,0,269
911,0,221
756,0,161
586,0,97
452,0,79
288,0,31
174,0,23
113,0,14
53,0,1
29,0,2
