512,512,818
0,0,56
0,0,50
0,0,70
0,0,110
0,0,142
0,1,140
0,0,187
0,0,196
0,3,249
0,1,354
0,6,357
0,6,653
0,2,514
0,4,748
0,14,801
0,21,927
1,31,496
0,78,890
1,157,943
0,253,664
0,305,1045
0,382,696
2,573,911
24,282,693
60,593,930
61,715,570
179,535,842
339,465,717
639,569,488
596,474,831
621,674,754
698,620,616
976,481,450
640,462,726
500,554,627
684,612,646
692,514,544
917,533,564
535,478,653
500,530,750
612,550,592
509,490,568
826,447,747
398,565,778
528,483,585
578,374,590
478,665,719
814,675,666
491,548,805
586,510,645
556,656,763
768,639,769
694,594,1077
633,596,711
723,558,820
621,610,919
1071,644,794
1039,547,997
903,689,868
720,650,951
1223,678,921
1360,616,1219
1304,658,907
1076,661,1215
1214,752,1087
1813,798,999
1456,793,1340
1453,854,1409
1320,730,1202
1339,954,1336
1781,941,1844
1418,927,1647
1170,957,1292
1240,1126,1574
1287,1018,1656
1760,1393,1381
1275,1049,1870
1200,1502,1832
1342,1313,1732
1518,1264,1554
2021,1357,1661
1272,1423,1788
1584,1495,2077
1834,1195,1704
2394,1392,1915
1641,1282,2128
1879,1511,2818
1878,1272,1894
1248,1500,2555
1993,1190,3008
1724,1397,2445
1467,1301,2795
1098,1387,2908
1173,1469,2337
1356,2071,2391
1918,1591,3138
1039,2139,3166
972,2227,2123
3078,4223,5440
1291,1808,3437
1060,2489,2821
893,2359,2856
1036,1854,3604
759,2182,2758
942,2016,4082
882,1774,4555
765,1411,4134
582,1913,6239
874,1623,10257
967,1997,9109
873,1789,10811
623,1896,8561
822,1817,7041
869,1987,7842
1355,2262,4874
818,2755,2743
1142,1573,1397
1480,2825,1721
1113,3213,1464
1940,2624,1913
1696,2431,1736
2027,3997,3018
1704,4382,2105
3815,3159,2930
5377,5282,3864
2924,6035,3812
3619,4626,3074
5153,6137,2919
4921,8656,2922
2830,5027,1967
4566,9088,1135
3779,6730,1351
4860,6430,1184
8568,7072,1132
8064,4619,564
3132,2225,563
9001,1907,415
6136,1900,419
6409,1396,390
3420,1166,398
3502,1206,324
1763,1280,320
2639,1105,371
2660,1522,361
1869,1280,430
1028,1900,454
1871,2107,354
1972,2192,414
1515,2875,409
1289,2371,406
1891,3785,294
1608,3256,309
3347,2987,236
2453,2626,239
2843,2870,244
3444,1568,186
2394,1556,194
3635,991,198
2087,926,177
1884,626,178
951,522,175
1132,469,166
1099,418,131
679,347,141
475,432,138
486,340,182
454,363,167
529,320,172
347,326,167
370,333,152
358,399,124
413,305,105
431,298,83
354,283,95
380,347,66
311,269,68
388,280,79
303,286,75
325,274,48
299,299,44
258,341,40
376,351,46
402,303,34
365,273,33
290,291,20
407,219,24
392,244,23
249,191,17
273,196,27
256,178,16
234,167,9
276,164,18
192,145,10
224,110,10
190,141,8
210,104,10
174,125,8
188,138,6
138,119,6
134,121,4
170,123,8
151,106,10
152,88,5
149,121,6
152,128,3
170,120,3
130,127,2
145,127,5
133,120,3
133,116,2
175,119,1
150,100,1
125,96,2
112,88,0
134,100,3
142,94,1
144,56,0
110,45,1
107,50,1
98,42,1
86,37,1
124,39,1
92,46,0
89,48,1
107,30,3
82,32,1
139,32,1
88,28,0
105,27,0
83,21,1
104,16,1
113,14,1
96,16,6
87,7,1
91,13,0
87,7,3
90,9,2
75,10,0
92,9,0
71,7,2
101,7,1
87,8,3
83,4,0
73,3,0
72,3,0
77,4,1
68,4,1
74,3,0
53,3,0
74,1,0
62,2,1
49,6,1
48,2,0
24,1,0
580,51,1
